date,day_of_week,total_trades,rsi_trades,ib_trades,mom_trades,winners,losers,win_rate,net_pnl,cumulative_pnl,max_open_positions,first_trade_time,last_trade_time,data_period
2024-06-05,Wednesday,10,9,0,1,1,9,10.0,-518.40,154826.10,3,2024-06-05 09:45:00,2024-06-05 14:45:00,2024-2025 (Y1 optimization)
2024-06-06,Thursday,5,1,1,3,1,4,20.0,-340.20,154485.90,3,2024-06-06 09:30:00,2024-06-06 14:15:00,2024-2025 (Y1 optimization)
2024-06-07,Friday,9,2,1,6,2,7,22.2,89.94,154575.84,3,2024-06-07 09:30:00,2024-06-07 15:15:00,2024-2025 (Y1 optimization)
2024-06-10,Monday,3,1,0,2,1,2,33.3,-188.52,154387.32,3,2024-06-10 12:30:00,2024-06-10 14:30:00,2024-2025 (Y1 optimization)
2024-06-11,Tuesday,4,2,1,1,0,4,0.0,-447.36,153939.96,3,2024-06-11 09:45:00,2024-06-11 14:45:00,2024-2025 (Y1 optimization)
2024-06-12,Wednesday,8,5,0,3,2,6,25.0,111.78,154051.74,3,2024-06-12 09:30:00,2024-06-12 15:30:00,2024-2025 (Y1 optimization)
2024-06-13,Thursday,2,1,0,1,1,1,50.0,481.32,154533.06,3,2024-06-13 09:30:00,2024-06-13 09:45:00,2024-2025 (Y1 optimization)
2024-06-14,Friday,4,1,1,2,1,3,25.0,-232.86,154300.20,3,2024-06-14 09:45:00,2024-06-14 12:00:00,2024-2025 (Y1 optimization)
2024-06-17,Monday,13,9,1,3,3,10,23.1,242.58,154542.78,3,2024-06-17 09:30:00,2024-06-17 15:30:00,2024-2025 (Y1 optimization)
2024-06-18,Tuesday,2,0,0,2,0,2,0.0,-208.68,154334.10,3,2024-06-18 10:15:00,2024-06-18 11:15:00,2024-2025 (Y1 optimization)
2024-06-19,Wednesday,2,1,0,1,0,2,0.0,-105.18,154228.92,3,2024-06-19 09:30:00,2024-06-19 09:45:00,2024-2025 (Y1 optimization)
2024-06-20,Thursday,12,5,1,6,3,9,25.0,477.42,154706.34,3,2024-06-20 09:45:00,2024-06-20 13:45:00,2024-2025 (Y1 optimization)
2024-06-21,Friday,3,1,0,2,1,2,33.3,376.98,155083.32,3,2024-06-21 09:30:00,2024-06-21 10:00:00,2024-2025 (Y1 optimization)
2024-06-24,Monday,9,5,0,4,2,7,22.2,-256.56,154826.76,3,2024-06-24 09:30:00,2024-06-24 14:15:00,2024-2025 (Y1 optimization)
2024-06-25,Tuesday,8,5,0,3,1,7,12.5,-144.72,154682.04,3,2024-06-25 09:30:00,2024-06-25 15:30:00,2024-2025 (Y1 optimization)
2024-06-26,Wednesday,5,1,1,3,2,3,40.0,126.30,154808.34,3,2024-06-26 09:30:00,2024-06-26 12:00:00,2024-2025 (Y1 optimization)
2024-06-27,Thursday,6,2,0,4,2,4,33.3,753.96,155562.30,3,2024-06-27 09:30:00,2024-06-27 14:15:00,2024-2025 (Y1 optimization)
2024-06-28,Friday,6,2,0,4,2,4,33.3,753.96,156316.26,3,2024-06-28 09:30:00,2024-06-28 12:45:00,2024-2025 (Y1 optimization)
2024-07-01,Monday,5,2,0,3,1,4,20.0,168.30,156484.56,3,2024-07-01 09:30:00,2024-07-01 10:45:00,2024-2025 (Y1 optimization)
2024-07-02,Tuesday,8,6,0,2,1,7,12.5,-60.72,156423.84,3,2024-07-02 09:30:00,2024-07-02 15:00:00,2024-2025 (Y1 optimization)
2024-07-03,Wednesday,10,6,1,3,3,7,30.0,332.10,156755.94,3,2024-07-03 09:30:00,2024-07-03 13:00:00,2024-2025 (Y1 optimization)
2024-07-05,Friday,11,8,1,2,4,7,36.4,619.26,157375.20,3,2024-07-05 09:45:00,2024-07-05 15:45:00,2024-2025 (Y1 optimization)
2024-07-08,Monday,3,1,0,2,1,2,33.3,-61.02,157314.18,3,2024-07-08 10:00:00,2024-07-08 11:30:00,2024-2025 (Y1 optimization)
2024-07-09,Tuesday,6,3,0,3,2,4,33.3,209.46,157523.64,3,2024-07-09 09:30:00,2024-07-09 13:30:00,2024-2025 (Y1 optimization)
2024-07-10,Wednesday,11,7,1,3,2,9,18.2,-480.24,157043.40,3,2024-07-10 09:45:00,2024-07-10 15:45:00,2024-2025 (Y1 optimization)
2024-07-11,Thursday,12,8,1,3,6,6,50.0,3007.92,160051.32,3,2024-07-11 09:30:00,2024-07-11 14:00:00,2024-2025 (Y1 optimization)
2024-07-12,Friday,9,6,0,3,3,6,33.3,736.44,160787.76,3,2024-07-12 10:00:00,2024-07-12 15:45:00,2024-2025 (Y1 optimization)
2024-07-15,Monday,7,3,1,3,4,3,57.1,1606.62,162394.38,3,2024-07-15 09:45:00,2024-07-15 14:15:00,2024-2025 (Y1 optimization)
2024-07-16,Tuesday,3,2,0,1,2,1,66.7,678.48,163072.86,3,2024-07-16 10:00:00,2024-07-16 12:45:00,2024-2025 (Y1 optimization)
2024-07-17,Wednesday,11,7,1,3,1,10,9.1,-978.24,162094.62,3,2024-07-17 09:30:00,2024-07-17 13:15:00,2024-2025 (Y1 optimization)
2024-07-18,Thursday,9,4,0,5,3,6,33.3,1130.94,163225.56,3,2024-07-18 09:30:00,2024-07-18 15:45:00,2024-2025 (Y1 optimization)
2024-07-19,Friday,5,1,0,4,1,4,20.0,168.30,163393.86,3,2024-07-19 09:45:00,2024-07-19 15:45:00,2024-2025 (Y1 optimization)
2024-07-22,Monday,10,7,0,3,1,9,10.0,-318.90,163074.96,3,2024-07-22 09:45:00,2024-07-22 14:45:00,2024-2025 (Y1 optimization)
2024-07-23,Tuesday,6,1,1,4,2,4,33.3,305.46,163380.42,3,2024-07-23 09:45:00,2024-07-23 15:45:00,2024-2025 (Y1 optimization)
2024-07-24,Wednesday,12,10,0,2,2,10,16.7,-418.08,162962.34,3,2024-07-24 09:45:00,2024-07-24 15:15:00,2024-2025 (Y1 optimization)
2024-07-25,Thursday,6,3,0,3,2,4,33.3,753.96,163716.30,3,2024-07-25 09:30:00,2024-07-25 15:00:00,2024-2025 (Y1 optimization)
2024-07-26,Friday,9,3,1,5,3,6,33.3,1100.94,164817.24,3,2024-07-26 09:30:00,2024-07-26 15:45:00,2024-2025 (Y1 optimization)
2024-07-29,Monday,3,1,0,2,1,2,33.3,376.98,165194.22,3,2024-07-29 09:45:00,2024-07-29 11:00:00,2024-2025 (Y1 optimization)
2024-07-30,Tuesday,12,5,1,6,4,8,33.3,1627.92,166822.14,3,2024-07-30 09:30:00,2024-07-30 13:00:00,2024-2025 (Y1 optimization)
2024-07-31,Wednesday,11,7,1,3,2,9,18.2,-205.74,166616.40,3,2024-07-31 09:30:00,2024-07-31 15:45:00,2024-2025 (Y1 optimization)
2024-08-01,Thursday,11,7,0,4,3,8,27.3,922.26,167538.66,3,2024-08-01 09:45:00,2024-08-01 14:45:00,2024-2025 (Y1 optimization)
2024-08-02,Friday,6,4,0,2,3,3,50.0,1443.96,168982.62,3,2024-08-02 09:45:00,2024-08-02 11:15:00,2024-2025 (Y1 optimization)
2024-08-05,Monday,3,2,0,1,1,2,33.3,376.98,169359.60,3,2024-08-05 09:45:00,2024-08-05 10:30:00,2024-2025 (Y1 optimization)
2024-08-06,Tuesday,7,4,0,3,0,7,0.0,-730.38,168629.22,3,2024-08-06 09:45:00,2024-08-06 15:15:00,2024-2025 (Y1 optimization)
2024-08-07,Wednesday,8,5,1,2,1,7,12.5,-174.72,168454.50,3,2024-08-07 09:30:00,2024-08-07 14:45:00,2024-2025 (Y1 optimization)
2024-08-08,Thursday,9,6,0,3,2,7,22.2,440.94,168895.44,3,2024-08-08 09:30:00,2024-08-08 15:45:00,2024-2025 (Y1 optimization)
2024-08-09,Friday,4,1,1,2,1,3,25.0,1.14,168896.58,3,2024-08-09 10:00:00,2024-08-09 13:30:00,2024-2025 (Y1 optimization)
2024-08-12,Monday,4,2,0,2,1,3,25.0,272.64,169169.22,3,2024-08-12 09:45:00,2024-08-12 11:00:00,2024-2025 (Y1 optimization)
2024-08-13,Tuesday,11,9,1,1,2,9,18.2,-325.74,168843.48,3,2024-08-13 09:30:00,2024-08-13 14:45:00,2024-2025 (Y1 optimization)
2024-08-14,Wednesday,6,2,0,4,1,5,16.7,63.96,168907.44,3,2024-08-14 09:30:00,2024-08-14 12:00:00,2024-2025 (Y1 optimization)
2024-08-15,Thursday,11,8,1,2,3,8,27.3,1144.26,170051.70,3,2024-08-15 09:30:00,2024-08-15 15:30:00,2024-2025 (Y1 optimization)
2024-08-16,Friday,7,4,0,3,2,5,28.6,-122.88,169928.82,3,2024-08-16 09:45:00,2024-08-16 13:45:00,2024-2025 (Y1 optimization)
2024-08-19,Monday,9,5,1,3,2,7,22.2,-88.56,169840.26,3,2024-08-19 09:30:00,2024-08-19 14:45:00,2024-2025 (Y1 optimization)
2024-08-20,Tuesday,7,2,1,4,2,5,28.6,619.62,170459.88,3,2024-08-20 09:30:00,2024-08-20 12:00:00,2024-2025 (Y1 optimization)
2024-08-21,Wednesday,8,3,0,5,2,6,25.0,101.28,170561.16,3,2024-08-21 09:30:00,2024-08-21 14:30:00,2024-2025 (Y1 optimization)
2024-08-22,Thursday,10,5,1,4,5,5,50.0,2526.60,173087.76,3,2024-08-22 09:30:00,2024-08-22 15:45:00,2024-2025 (Y1 optimization)
2024-08-23,Friday,3,1,0,2,0,3,0.0,-313.02,172774.74,3,2024-08-23 10:15:00,2024-08-23 11:00:00,2024-2025 (Y1 optimization)
2024-08-26,Monday,7,3,1,3,4,3,57.1,1474.62,174249.36,3,2024-08-26 09:30:00,2024-08-26 14:00:00,2024-2025 (Y1 optimization)
2024-08-27,Tuesday,4,1,1,2,2,2,50.0,1082.64,175332.00,3,2024-08-27 09:45:00,2024-08-27 10:30:00,2024-2025 (Y1 optimization)
2024-08-28,Wednesday,10,5,1,4,4,6,40.0,1520.10,176852.10,3,2024-08-28 09:45:00,2024-08-28 15:00:00,2024-2025 (Y1 optimization)
2024-08-29,Thursday,11,7,0,4,1,10,9.1,-660.24,176191.86,3,2024-08-29 09:30:00,2024-08-29 15:15:00,2024-2025 (Y1 optimization)
2024-08-30,Friday,4,1,1,2,0,4,0.0,-447.36,175744.50,3,2024-08-30 09:30:00,2024-08-30 15:30:00,2024-2025 (Y1 optimization)
2024-09-02,Monday,3,2,0,1,0,3,0.0,-214.02,175530.48,3,2024-09-02 09:30:00,2024-09-02 10:45:00,2024-2025 (Y1 optimization)
2024-09-03,Tuesday,16,11,0,5,3,13,18.8,70.56,175601.04,3,2024-09-03 09:45:00,2024-09-03 15:45:00,2024-2025 (Y1 optimization)
2024-09-04,Wednesday,6,3,1,2,2,4,33.3,873.96,176475.00,3,2024-09-04 09:45:00,2024-09-04 15:00:00,2024-2025 (Y1 optimization)
2024-09-05,Thursday,9,3,0,6,3,6,33.3,1130.94,177605.94,3,2024-09-05 09:30:00,2024-09-05 15:45:00,2024-2025 (Y1 optimization)
2024-09-06,Friday,9,6,0,3,2,7,22.2,440.94,178046.88,3,2024-09-06 09:45:00,2024-09-06 12:45:00,2024-2025 (Y1 optimization)
2024-09-09,Monday,7,4,1,2,2,5,28.6,619.62,178666.50,3,2024-09-09 09:30:00,2024-09-09 13:15:00,2024-2025 (Y1 optimization)
2024-09-10,Tuesday,8,4,1,3,1,7,12.5,-174.72,178491.78,3,2024-09-10 09:30:00,2024-09-10 15:30:00,2024-2025 (Y1 optimization)
2024-09-11,Wednesday,13,9,1,3,3,10,23.1,833.58,179325.36,3,2024-09-11 10:15:00,2024-09-11 15:30:00,2024-2025 (Y1 optimization)
2024-09-12,Thursday,11,8,1,2,1,10,9.1,-487.74,178837.62,3,2024-09-12 09:30:00,2024-09-12 14:45:00,2024-2025 (Y1 optimization)
2024-09-13,Friday,8,4,1,3,1,7,12.5,-476.22,178361.40,3,2024-09-13 09:45:00,2024-09-13 13:30:00,2024-2025 (Y1 optimization)
2024-09-16,Monday,6,4,0,2,4,2,66.7,2133.96,180495.36,3,2024-09-16 09:45:00,2024-09-16 15:45:00,2024-2025 (Y1 optimization)
2024-09-17,Tuesday,1,0,1,0,0,1,0.0,-134.34,180361.02,3,2024-09-17 11:00:00,2024-09-17 11:00:00,2024-2025 (Y1 optimization)
2024-09-18,Wednesday,4,2,0,2,2,2,50.0,962.64,181323.66,3,2024-09-18 11:45:00,2024-09-18 15:30:00,2024-2025 (Y1 optimization)
2024-09-19,Thursday,9,8,1,0,1,8,11.1,-279.06,181044.60,3,2024-09-19 09:45:00,2024-09-19 14:00:00,2024-2025 (Y1 optimization)
2024-09-20,Friday,10,6,0,4,2,8,20.0,336.60,181381.20,3,2024-09-20 09:30:00,2024-09-20 15:45:00,2024-2025 (Y1 optimization)
2024-09-23,Monday,3,1,0,2,0,3,0.0,-313.02,181068.18,3,2024-09-23 10:00:00,2024-09-23 10:30:00,2024-2025 (Y1 optimization)
2024-09-24,Tuesday,7,3,0,4,3,4,42.9,841.62,181909.80,3,2024-09-24 09:30:00,2024-09-24 12:15:00,2024-2025 (Y1 optimization)
2024-09-25,Wednesday,6,1,1,4,1,5,16.7,33.96,181943.76,3,2024-09-25 09:30:00,2024-09-25 13:15:00,2024-2025 (Y1 optimization)
2024-09-26,Thursday,4,2,1,1,2,2,50.0,1082.64,183026.40,3,2024-09-26 09:45:00,2024-09-26 14:30:00,2024-2025 (Y1 optimization)
2024-09-27,Friday,5,2,0,3,1,4,20.0,-326.70,182699.70,3,2024-09-27 10:00:00,2024-09-27 12:00:00,2024-2025 (Y1 optimization)
2024-09-30,Monday,6,2,1,3,2,4,33.3,299.46,182999.16,3,2024-09-30 10:00:00,2024-09-30 14:30:00,2024-2025 (Y1 optimization)
2024-10-01,Tuesday,7,3,0,4,2,5,28.6,649.62,183648.78,3,2024-10-01 09:30:00,2024-10-01 11:15:00,2024-2025 (Y1 optimization)
2024-10-02,Wednesday,4,1,1,2,2,2,50.0,1082.64,184731.42,3,2024-10-02 09:45:00,2024-10-02 10:30:00,2024-2025 (Y1 optimization)
2024-10-03,Thursday,7,2,0,5,0,7,0.0,-730.38,184001.04,3,2024-10-03 09:30:00,2024-10-03 13:00:00,2024-2025 (Y1 optimization)
2024-10-04,Friday,4,2,0,2,2,2,50.0,962.64,184963.68,3,2024-10-04 09:30:00,2024-10-04 15:45:00,2024-2025 (Y1 optimization)
2024-10-07,Monday,5,3,0,2,1,4,20.0,168.30,185131.98,3,2024-10-07 10:00:00,2024-10-07 15:45:00,2024-2025 (Y1 optimization)
2024-10-08,Tuesday,9,6,0,3,2,7,22.2,199.44,185331.42,3,2024-10-08 10:00:00,2024-10-08 15:45:00,2024-2025 (Y1 optimization)
2024-10-09,Wednesday,8,6,0,2,2,6,25.0,111.78,185443.20,3,2024-10-09 09:30:00,2024-10-09 15:45:00,2024-2025 (Y1 optimization)
2024-10-10,Thursday,4,1,1,2,0,4,0.0,-447.36,184995.84,3,2024-10-10 10:00:00,2024-10-10 12:00:00,2024-2025 (Y1 optimization)
2024-10-11,Friday,2,1,0,1,1,1,50.0,481.32,185477.16,3,2024-10-11 09:45:00,2024-10-11 10:15:00,2024-2025 (Y1 optimization)
2024-10-14,Monday,8,3,1,4,0,8,0.0,-864.72,184612.44,3,2024-10-14 09:30:00,2024-10-14 15:30:00,2024-2025 (Y1 optimization)
2024-10-15,Tuesday,11,7,0,4,1,10,9.1,-457.74,184154.70,3,2024-10-15 10:15:00,2024-10-15 15:30:00,2024-2025 (Y1 optimization)
2024-10-16,Wednesday,4,2,0,2,1,3,25.0,-184.86,183969.84,3,2024-10-16 09:45:00,2024-10-16 14:30:00,2024-2025 (Y1 optimization)
2024-10-17,Thursday,7,4,0,3,2,5,28.6,48.12,184017.96,3,2024-10-17 09:45:00,2024-10-17 14:15:00,2024-2025 (Y1 optimization)
2024-10-18,Friday,3,1,0,2,0,3,0.0,-313.02,183704.94,3,2024-10-18 09:30:00,2024-10-18 10:15:00,2024-2025 (Y1 optimization)
2024-10-21,Monday,7,2,1,4,2,5,28.6,619.62,184324.56,3,2024-10-21 09:30:00,2024-10-21 12:00:00,2024-2025 (Y1 optimization)
2024-10-22,Tuesday,7,2,1,4,3,4,42.9,876.12,185200.68,3,2024-10-22 09:30:00,2024-10-22 14:00:00,2024-2025 (Y1 optimization)
2024-10-23,Wednesday,13,9,0,4,3,10,23.1,713.58,185914.26,3,2024-10-23 09:45:00,2024-10-23 14:15:00,2024-2025 (Y1 optimization)
2024-10-24,Thursday,6,3,1,2,1,5,16.7,33.96,185948.22,3,2024-10-24 09:45:00,2024-10-24 12:00:00,2024-2025 (Y1 optimization)
2024-10-25,Friday,10,6,0,4,5,5,50.0,1479.60,187427.82,3,2024-10-25 09:45:00,2024-10-25 14:15:00,2024-2025 (Y1 optimization)
2024-10-28,Monday,2,0,1,1,0,2,0.0,-238.68,187189.14,3,2024-10-28 10:45:00,2024-10-28 11:45:00,2024-2025 (Y1 optimization)
2024-10-29,Tuesday,16,11,1,4,4,12,25.0,699.06,187888.20,3,2024-10-29 09:30:00,2024-10-29 15:45:00,2024-2025 (Y1 optimization)
2024-10-30,Wednesday,10,3,1,6,2,8,20.0,306.60,188194.80,3,2024-10-30 09:45:00,2024-10-30 15:45:00,2024-2025 (Y1 optimization)
2024-10-31,Thursday,11,8,0,3,1,10,9.1,-372.24,187822.56,3,2024-10-31 09:45:00,2024-10-31 14:30:00,2024-2025 (Y1 optimization)
2024-11-01,Friday,7,3,1,3,2,5,28.6,450.12,188272.68,3,2024-11-01 09:30:00,2024-11-01 11:30:00,2024-2025 (Y1 optimization)
2024-11-04,Monday,6,1,1,4,0,6,0.0,-656.04,187616.64,3,2024-11-04 09:30:00,2024-11-04 15:45:00,2024-2025 (Y1 optimization)
2024-11-05,Tuesday,8,6,0,2,3,5,37.5,611.28,188227.92,3,2024-11-05 09:45:00,2024-11-05 13:00:00,2024-2025 (Y1 optimization)
2024-11-06,Wednesday,12,10,0,2,1,11,8.3,-562.08,187665.84,3,2024-11-06 09:30:00,2024-11-06 15:15:00,2024-2025 (Y1 optimization)
2024-11-07,Thursday,9,6,1,2,2,7,22.2,-162.06,187503.78,3,2024-11-07 09:45:00,2024-11-07 15:30:00,2024-2025 (Y1 optimization)
2024-11-08,Friday,4,1,0,3,1,3,25.0,-138.36,187365.42,3,2024-11-08 09:45:00,2024-11-08 13:45:00,2024-2025 (Y1 optimization)
2024-11-11,Monday,9,4,1,4,2,7,22.2,-379.56,186985.86,3,2024-11-11 09:30:00,2024-11-11 13:30:00,2024-2025 (Y1 optimization)
2024-11-12,Tuesday,8,4,0,4,2,6,25.0,264.78,187250.64,3,2024-11-12 09:30:00,2024-11-12 13:00:00,2024-2025 (Y1 optimization)
2024-11-13,Wednesday,7,2,0,5,2,5,28.6,151.62,187402.26,3,2024-11-13 09:45:00,2024-11-13 15:45:00,2024-2025 (Y1 optimization)
2024-11-14,Thursday,9,3,1,5,1,8,11.1,-279.06,187123.20,3,2024-11-14 09:45:00,2024-11-14 15:45:00,2024-2025 (Y1 optimization)
2024-11-15,Friday,14,10,1,3,3,11,21.4,534.24,187657.44,3,2024-11-15 09:45:00,2024-11-15 14:15:00,2024-2025 (Y1 optimization)
2024-11-18,Monday,5,4,0,1,2,3,40.0,858.30,188515.74,3,2024-11-18 10:15:00,2024-11-18 11:45:00,2024-2025 (Y1 optimization)
2024-11-19,Tuesday,8,5,1,2,3,5,37.5,627.78,189143.52,3,2024-11-19 10:00:00,2024-11-19 14:15:00,2024-2025 (Y1 optimization)
2024-11-20,Wednesday,8,3,0,5,1,7,12.5,-144.72,188998.80,3,2024-11-20 09:45:00,2024-11-20 15:45:00,2024-2025 (Y1 optimization)
2024-11-21,Thursday,4,2,0,2,0,4,0.0,-417.36,188581.44,3,2024-11-21 10:15:00,2024-11-21 13:45:00,2024-2025 (Y1 optimization)
2024-11-22,Friday,6,1,1,4,1,5,16.7,33.96,188615.40,3,2024-11-22 09:45:00,2024-11-22 12:00:00,2024-2025 (Y1 optimization)
2024-11-25,Monday,3,1,0,2,1,2,33.3,376.98,188992.38,3,2024-11-25 09:30:00,2024-11-25 10:45:00,2024-2025 (Y1 optimization)
2024-11-26,Tuesday,7,3,1,3,1,6,14.3,-350.88,188641.50,3,2024-11-26 09:45:00,2024-11-26 14:30:00,2024-2025 (Y1 optimization)
2024-11-27,Wednesday,10,6,1,3,3,7,30.0,1062.60,189704.10,3,2024-11-27 09:30:00,2024-11-27 12:30:00,2024-2025 (Y1 optimization)
2024-11-28,Thursday,3,3,0,0,1,2,33.3,-169.02,189535.08,3,2024-11-28 09:45:00,2024-11-28 11:15:00,2024-2025 (Y1 optimization)
2024-11-29,Friday,6,3,1,2,2,4,33.3,266.46,189801.54,3,2024-11-29 09:45:00,2024-11-29 11:15:00,2024-2025 (Y1 optimization)
2024-12-02,Monday,6,4,0,2,2,4,33.3,173.46,189975.00,3,2024-12-02 09:45:00,2024-12-02 12:15:00,2024-2025 (Y1 optimization)
2024-12-03,Tuesday,3,0,0,3,0,3,0.0,-253.02,189721.98,3,2024-12-03 09:45:00,2024-12-03 11:00:00,2024-2025 (Y1 optimization)
2024-12-04,Wednesday,10,8,0,2,3,7,30.0,-513.90,189208.08,3,2024-12-04 09:30:00,2024-12-04 15:45:00,2024-2025 (Y1 optimization)
2024-12-05,Thursday,5,2,0,3,2,3,40.0,513.30,189721.38,3,2024-12-05 10:15:00,2024-12-05 15:30:00,2024-2025 (Y1 optimization)
2024-12-06,Friday,5,3,1,1,3,2,60.0,270.30,189991.68,3,2024-12-06 09:45:00,2024-12-06 13:15:00,2024-2025 (Y1 optimization)
2024-12-09,Monday,8,5,0,3,2,6,25.0,545.28,190536.96,3,2024-12-09 09:30:00,2024-12-09 15:15:00,2024-2025 (Y1 optimization)
2024-12-10,Tuesday,9,4,1,4,3,6,33.3,646.44,191183.40,3,2024-12-10 09:45:00,2024-12-10 15:30:00,2024-2025 (Y1 optimization)
2024-12-11,Wednesday,10,7,1,2,3,7,30.0,765.60,191949.00,3,2024-12-11 09:45:00,2024-12-11 15:30:00,2024-2025 (Y1 optimization)
2024-12-12,Thursday,4,3,0,1,2,2,50.0,664.14,192613.14,3,2024-12-12 09:45:00,2024-12-12 15:30:00,2024-2025 (Y1 optimization)
2024-12-13,Friday,5,2,1,2,2,3,40.0,274.80,192887.94,3,2024-12-13 09:30:00,2024-12-13 14:30:00,2024-2025 (Y1 optimization)
2024-12-16,Monday,6,3,0,3,2,4,33.3,753.96,193641.90,3,2024-12-16 09:45:00,2024-12-16 11:45:00,2024-2025 (Y1 optimization)
2024-12-17,Tuesday,2,0,1,1,0,2,0.0,-238.68,193403.22,3,2024-12-17 09:30:00,2024-12-17 10:15:00,2024-2025 (Y1 optimization)
2024-12-18,Wednesday,11,4,1,6,3,8,27.3,892.26,194295.48,3,2024-12-18 09:45:00,2024-12-18 15:45:00,2024-2025 (Y1 optimization)
2024-12-19,Thursday,6,4,0,2,2,4,33.3,753.96,195049.44,3,2024-12-19 09:45:00,2024-12-19 15:45:00,2024-2025 (Y1 optimization)
2024-12-20,Friday,9,5,0,4,3,6,33.3,1130.94,196180.38,3,2024-12-20 09:30:00,2024-12-20 15:45:00,2024-2025 (Y1 optimization)
2024-12-23,Monday,6,4,1,1,1,5,16.7,-416.04,195764.34,3,2024-12-23 09:30:00,2024-12-23 14:15:00,2024-2025 (Y1 optimization)
2024-12-24,Tuesday,9,6,1,2,3,6,33.3,1162.44,196926.78,3,2024-12-24 09:45:00,2024-12-24 13:00:00,2024-2025 (Y1 optimization)
2024-12-26,Thursday,3,0,1,2,1,2,33.3,138.48,197065.26,3,2024-12-26 09:45:00,2024-12-26 10:45:00,2024-2025 (Y1 optimization)
2024-12-27,Friday,9,6,0,3,3,6,33.3,1130.94,198196.20,3,2024-12-27 09:30:00,2024-12-27 12:30:00,2024-2025 (Y1 optimization)
2024-12-30,Monday,5,2,1,2,1,4,20.0,138.30,198334.50,3,2024-12-30 09:30:00,2024-12-30 10:30:00,2024-2025 (Y1 optimization)
2024-12-31,Tuesday,9,4,1,4,1,8,11.1,-279.06,198055.44,3,2024-12-31 09:30:00,2024-12-31 15:30:00,2024-2025 (Y1 optimization)
2025-01-02,Thursday,7,2,0,5,1,6,14.3,-40.38,198015.06,3,2025-01-02 09:30:00,2025-01-02 13:15:00,2024-2025 (Y1 optimization)
2025-01-03,Friday,9,7,0,2,0,9,0.0,-939.06,197076.00,3,2025-01-03 09:45:00,2025-01-03 15:00:00,2024-2025 (Y1 optimization)
2025-01-06,Monday,10,6,1,3,3,7,30.0,459.60,197535.60,3,2025-01-06 09:30:00,2025-01-06 14:45:00,2024-2025 (Y1 optimization)
2025-01-07,Tuesday,12,6,1,5,6,6,50.0,2650.92,200186.52,3,2025-01-07 09:30:00,2025-01-07 15:45:00,2024-2025 (Y1 optimization)
2025-01-08,Wednesday,5,2,1,2,4,1,80.0,2358.30,202544.82,3,2025-01-08 10:00:00,2025-01-08 12:30:00,2024-2025 (Y1 optimization)
2025-01-10,Friday,8,5,0,3,5,3,62.5,2615.28,205160.10,3,2025-01-10 09:45:00,2025-01-10 14:00:00,2024-2025 (Y1 optimization)
2025-01-13,Monday,4,2,1,1,1,3,25.0,242.64,205402.74,3,2025-01-13 09:45:00,2025-01-13 10:30:00,2024-2025 (Y1 optimization)
2025-01-14,Tuesday,7,3,0,4,2,5,28.6,649.62,206052.36,3,2025-01-14 09:30:00,2025-01-14 15:15:00,2024-2025 (Y1 optimization)
2025-01-15,Wednesday,7,6,0,1,2,5,28.6,649.62,206701.98,3,2025-01-15 09:30:00,2025-01-15 15:15:00,2024-2025 (Y1 optimization)
2025-01-16,Thursday,6,1,1,4,0,6,0.0,-656.04,206045.94,3,2025-01-16 10:15:00,2025-01-16 15:30:00,2024-2025 (Y1 optimization)
2025-01-17,Friday,5,5,0,0,1,4,20.0,-190.20,205855.74,3,2025-01-17 09:30:00,2025-01-17 13:15:00,2024-2025 (Y1 optimization)
2025-01-20,Monday,1,1,0,0,1,0,100.0,585.66,206441.40,3,2025-01-20 09:45:00,2025-01-20 09:45:00,2024-2025 (Y1 optimization)
2025-01-21,Tuesday,7,3,0,4,2,5,28.6,207.12,206648.52,3,2025-01-21 09:45:00,2025-01-21 13:30:00,2024-2025 (Y1 optimization)
2025-01-22,Wednesday,7,5,1,1,2,5,28.6,43.62,206692.14,3,2025-01-22 09:45:00,2025-01-22 12:00:00,2024-2025 (Y1 optimization)
2025-01-23,Thursday,3,2,0,1,1,2,33.3,90.48,206782.62,3,2025-01-23 09:30:00,2025-01-23 10:15:00,2024-2025 (Y1 optimization)
2025-01-24,Friday,10,5,0,5,2,8,20.0,-504.90,206277.72,3,2025-01-24 09:30:00,2025-01-24 14:15:00,2024-2025 (Y1 optimization)
2025-01-27,Monday,10,7,0,3,2,8,20.0,336.60,206614.32,3,2025-01-27 09:45:00,2025-01-27 13:00:00,2024-2025 (Y1 optimization)
2025-01-28,Tuesday,8,6,0,2,1,7,12.5,-89.22,206525.10,3,2025-01-28 09:45:00,2025-01-28 15:15:00,2024-2025 (Y1 optimization)
2025-01-29,Wednesday,9,1,1,7,0,9,0.0,-969.06,205556.04,3,2025-01-29 09:45:00,2025-01-29 15:30:00,2024-2025 (Y1 optimization)
2025-01-30,Thursday,7,3,0,4,2,5,28.6,649.62,206205.66,3,2025-01-30 09:30:00,2025-01-30 15:45:00,2024-2025 (Y1 optimization)
2025-01-31,Friday,14,9,1,4,3,11,21.4,213.24,206418.90,3,2025-01-31 09:45:00,2025-01-31 15:45:00,2024-2025 (Y1 optimization)
2025-02-03,Monday,4,2,1,1,1,3,25.0,242.64,206661.54,3,2025-02-03 09:45:00,2025-02-03 10:15:00,2024-2025 (Y1 optimization)
