date,day_of_week,total_trades,rsi_trades,ib_trades,mom_trades,winners,losers,win_rate,net_pnl,cumulative_pnl,max_open_positions,first_trade_time,last_trade_time,data_period
2020-01-31,Friday,6,3,0,3,2,4,33.3,416.46,-15389.16,3,2020-01-31 09:30:00,2020-01-31 13:45:00,2020-2021 (extended blind)
2020-02-03,Monday,5,4,0,1,3,2,60.0,247.80,-15141.36,3,2020-02-03 09:45:00,2020-02-03 13:00:00,2020-2021 (extended blind)
2020-02-04,Tuesday,9,8,1,0,2,7,22.2,-294.06,-15435.42,3,2020-02-04 09:45:00,2020-02-04 14:45:00,2020-2021 (extended blind)
2020-02-05,Wednesday,5,2,0,3,0,5,0.0,-521.70,-15957.12,3,2020-02-05 09:45:00,2020-02-05 15:00:00,2020-2021 (extended blind)
2020-02-06,Thursday,6,3,1,2,2,4,33.3,-317.04,-16274.16,3,2020-02-06 10:00:00,2020-02-06 12:45:00,2020-2021 (extended blind)
2020-02-07,Friday,6,2,1,3,5,1,83.3,464.46,-15809.70,3,2020-02-07 09:30:00,2020-02-07 14:15:00,2020-2021 (extended blind)
2020-02-10,Monday,7,4,0,3,2,5,28.6,190.62,-15619.08,3,2020-02-10 09:30:00,2020-02-10 15:15:00,2020-2021 (extended blind)
2020-02-11,Tuesday,7,4,1,2,3,4,42.9,135.12,-15483.96,3,2020-02-11 09:30:00,2020-02-11 15:15:00,2020-2021 (extended blind)
2020-02-12,Wednesday,4,2,1,1,2,2,50.0,-129.36,-15613.32,3,2020-02-12 09:30:00,2020-02-12 12:45:00,2020-2021 (extended blind)
2020-02-13,Thursday,6,4,1,1,4,2,66.7,414.96,-15198.36,3,2020-02-13 09:30:00,2020-02-13 15:15:00,2020-2021 (extended blind)
2020-02-14,Friday,2,0,1,1,0,2,0.0,-238.68,-15437.04,3,2020-02-14 09:45:00,2020-02-14 10:15:00,2020-2021 (extended blind)
2020-02-17,Monday,4,3,0,1,2,2,50.0,280.14,-15156.90,3,2020-02-17 09:30:00,2020-02-17 12:45:00,2020-2021 (extended blind)
2020-02-18,Tuesday,6,2,1,3,1,5,16.7,-156.54,-15313.44,3,2020-02-18 10:15:00,2020-02-18 14:45:00,2020-2021 (extended blind)
2020-02-19,Wednesday,7,5,1,1,3,4,42.9,9.12,-15304.32,3,2020-02-19 09:45:00,2020-02-19 14:15:00,2020-2021 (extended blind)
2020-02-20,Thursday,9,5,1,3,2,7,22.2,259.44,-15044.88,3,2020-02-20 09:30:00,2020-02-20 12:45:00,2020-2021 (extended blind)
2020-02-21,Friday,9,7,0,2,2,7,22.2,-391.56,-15436.44,3,2020-02-21 09:45:00,2020-02-21 14:30:00,2020-2021 (extended blind)
2020-02-24,Monday,8,7,0,1,1,7,12.5,-272.22,-15708.66,3,2020-02-24 09:45:00,2020-02-24 13:15:00,2020-2021 (extended blind)
2020-02-25,Tuesday,11,6,0,5,2,9,18.2,232.26,-15476.40,3,2020-02-25 09:30:00,2020-02-25 15:30:00,2020-2021 (extended blind)
2020-02-26,Wednesday,5,2,0,3,2,3,40.0,718.80,-14757.60,3,2020-02-26 09:30:00,2020-02-26 13:45:00,2020-2021 (extended blind)
2020-02-27,Thursday,6,4,0,2,1,5,16.7,63.96,-14693.64,3,2020-02-27 09:45:00,2020-02-27 15:45:00,2020-2021 (extended blind)
2020-02-28,Friday,4,2,0,2,1,3,25.0,272.64,-14421.00,3,2020-02-28 09:30:00,2020-02-28 10:15:00,2020-2021 (extended blind)
2020-03-02,Monday,4,4,0,0,0,4,0.0,-417.36,-14838.36,3,2020-03-02 11:15:00,2020-03-02 12:45:00,2020-2021 (extended blind)
2020-03-03,Tuesday,12,6,0,6,4,8,33.3,1507.92,-13330.44,3,2020-03-03 09:30:00,2020-03-03 15:30:00,2020-2021 (extended blind)
2020-03-04,Wednesday,4,3,0,1,0,4,0.0,-417.36,-13747.80,3,2020-03-04 09:30:00,2020-03-04 15:30:00,2020-2021 (extended blind)
2020-03-05,Thursday,7,4,0,3,1,6,14.3,-40.38,-13788.18,3,2020-03-05 09:30:00,2020-03-05 15:15:00,2020-2021 (extended blind)
2020-03-06,Friday,8,6,0,2,3,5,37.5,666.78,-13121.40,3,2020-03-06 09:45:00,2020-03-06 15:45:00,2020-2021 (extended blind)
2020-03-09,Monday,3,3,0,0,0,3,0.0,-313.02,-13434.42,3,2020-03-09 09:30:00,2020-03-09 14:30:00,2020-2021 (extended blind)
2020-03-10,Tuesday,5,2,0,3,2,3,40.0,858.30,-12576.12,3,2020-03-10 09:30:00,2020-03-10 15:45:00,2020-2021 (extended blind)
2020-03-11,Wednesday,1,1,0,0,1,0,100.0,585.66,-11990.46,3,2020-03-11 15:15:00,2020-03-11 15:15:00,2020-2021 (extended blind)
2020-03-12,Thursday,9,5,0,4,2,7,22.2,440.94,-11549.52,3,2020-03-12 09:30:00,2020-03-12 14:15:00,2020-2021 (extended blind)
2020-03-13,Friday,3,2,0,1,2,1,66.7,1066.98,-10482.54,3,2020-03-13 09:30:00,2020-03-13 15:45:00,2020-2021 (extended blind)
2020-03-16,Monday,2,0,0,2,0,2,0.0,-208.68,-10691.22,3,2020-03-16 09:30:00,2020-03-16 10:00:00,2020-2021 (extended blind)
2020-03-17,Tuesday,8,3,0,5,3,5,37.5,1235.28,-9455.94,3,2020-03-17 09:30:00,2020-03-17 15:45:00,2020-2021 (extended blind)
2020-03-18,Wednesday,6,6,0,0,2,4,33.3,753.96,-8701.98,3,2020-03-18 11:15:00,2020-03-18 14:30:00,2020-2021 (extended blind)
2020-03-19,Thursday,5,2,0,3,3,2,60.0,1548.30,-7153.68,3,2020-03-19 09:30:00,2020-03-19 14:45:00,2020-2021 (extended blind)
2020-03-20,Friday,8,4,0,4,2,6,25.0,545.28,-6608.40,3,2020-03-20 11:30:00,2020-03-20 15:45:00,2020-2021 (extended blind)
2020-03-23,Monday,4,2,0,2,1,3,25.0,272.64,-6335.76,3,2020-03-23 09:45:00,2020-03-23 11:45:00,2020-2021 (extended blind)
2020-03-24,Tuesday,8,6,1,1,1,7,12.5,-174.72,-6510.48,3,2020-03-24 09:30:00,2020-03-24 12:45:00,2020-2021 (extended blind)
2020-03-25,Wednesday,7,4,0,3,1,6,14.3,-40.38,-6550.86,3,2020-03-25 09:30:00,2020-03-25 15:45:00,2020-2021 (extended blind)
2020-03-26,Thursday,3,1,1,1,3,0,100.0,1794.48,-4756.38,3,2020-03-26 09:30:00,2020-03-26 10:15:00,2020-2021 (extended blind)
2020-03-27,Friday,6,3,1,2,2,4,33.3,381.96,-4374.42,3,2020-03-27 09:30:00,2020-03-27 15:30:00,2020-2021 (extended blind)
2020-03-30,Monday,6,3,1,2,2,4,33.3,315.96,-4058.46,3,2020-03-30 09:30:00,2020-03-30 15:45:00,2020-2021 (extended blind)
2020-03-31,Tuesday,8,3,1,4,1,7,12.5,-479.22,-4537.68,3,2020-03-31 09:45:00,2020-03-31 15:30:00,2020-2021 (extended blind)
2020-04-01,Wednesday,11,9,1,1,0,11,0.0,-1075.74,-5613.42,3,2020-04-01 09:30:00,2020-04-01 15:30:00,2020-2021 (extended blind)
2020-04-02,Thursday,5,1,1,3,1,4,20.0,33.30,-5580.12,3,2020-04-02 10:15:00,2020-04-02 15:45:00,2020-2021 (extended blind)
2020-04-03,Friday,7,4,1,2,1,6,14.3,-145.38,-5725.50,3,2020-04-03 09:30:00,2020-04-03 15:45:00,2020-2021 (extended blind)
2020-04-06,Monday,14,11,1,2,2,12,14.3,-67.26,-5792.76,3,2020-04-06 09:45:00,2020-04-06 15:45:00,2020-2021 (extended blind)
2020-04-07,Tuesday,6,3,1,2,1,5,16.7,-219.54,-6012.30,3,2020-04-07 09:30:00,2020-04-07 15:30:00,2020-2021 (extended blind)
2020-04-08,Wednesday,3,0,1,2,0,3,0.0,-343.02,-6355.32,3,2020-04-08 09:30:00,2020-04-08 10:15:00,2020-2021 (extended blind)
2020-04-09,Thursday,5,2,1,2,1,4,20.0,138.30,-6217.02,3,2020-04-09 09:30:00,2020-04-09 15:00:00,2020-2021 (extended blind)
2020-04-13,Monday,5,1,1,3,1,4,20.0,138.30,-6078.72,3,2020-04-13 09:30:00,2020-04-13 15:45:00,2020-2021 (extended blind)
2020-04-14,Tuesday,9,7,1,1,2,7,22.2,-619.56,-6698.28,3,2020-04-14 09:45:00,2020-04-14 14:00:00,2020-2021 (extended blind)
2020-04-15,Wednesday,6,3,1,2,1,5,16.7,-176.04,-6874.32,3,2020-04-15 09:30:00,2020-04-15 15:00:00,2020-2021 (extended blind)
2020-04-16,Thursday,6,3,0,3,1,5,16.7,-405.54,-7279.86,3,2020-04-16 09:30:00,2020-04-16 12:45:00,2020-2021 (extended blind)
2020-04-17,Friday,6,2,1,3,1,5,16.7,-237.54,-7517.40,3,2020-04-17 09:30:00,2020-04-17 15:45:00,2020-2021 (extended blind)
2020-04-20,Monday,5,2,0,3,1,4,20.0,-194.70,-7712.10,3,2020-04-20 09:30:00,2020-04-20 15:00:00,2020-2021 (extended blind)
2020-04-21,Tuesday,12,7,1,4,3,9,25.0,937.92,-6774.18,3,2020-04-21 09:30:00,2020-04-21 15:45:00,2020-2021 (extended blind)
2020-04-22,Wednesday,7,7,0,0,0,7,0.0,-730.38,-7504.56,3,2020-04-22 10:00:00,2020-04-22 15:00:00,2020-2021 (extended blind)
2020-04-23,Thursday,9,4,1,4,2,7,22.2,-694.56,-8199.12,3,2020-04-23 09:45:00,2020-04-23 14:00:00,2020-2021 (extended blind)
2020-04-24,Friday,8,5,1,2,2,6,25.0,194.28,-8004.84,3,2020-04-24 09:30:00,2020-04-24 15:45:00,2020-2021 (extended blind)
2020-04-27,Monday,3,3,0,0,2,1,66.7,126.48,-7878.36,3,2020-04-27 09:45:00,2020-04-27 11:45:00,2020-2021 (extended blind)
2020-04-28,Tuesday,6,2,0,4,2,4,33.3,371.46,-7506.90,3,2020-04-28 10:15:00,2020-04-28 15:30:00,2020-2021 (extended blind)
2020-04-29,Wednesday,9,6,1,2,3,6,33.3,391.44,-7115.46,3,2020-04-29 09:30:00,2020-04-29 15:45:00,2020-2021 (extended blind)
2020-04-30,Thursday,4,0,0,4,0,4,0.0,-417.36,-7532.82,3,2020-04-30 10:00:00,2020-04-30 15:30:00,2020-2021 (extended blind)
2020-05-01,Friday,9,7,0,2,4,5,44.4,44.94,-7487.88,3,2020-05-01 09:30:00,2020-05-01 14:15:00,2020-2021 (extended blind)
2020-05-04,Monday,6,3,0,3,1,5,16.7,-41.04,-7528.92,3,2020-05-04 09:30:00,2020-05-04 15:45:00,2020-2021 (extended blind)
2020-05-05,Tuesday,10,8,0,2,3,7,30.0,831.60,-6697.32,3,2020-05-05 09:30:00,2020-05-05 15:45:00,2020-2021 (extended blind)
2020-05-06,Wednesday,4,1,0,3,1,3,25.0,-172.86,-6870.18,3,2020-05-06 09:45:00,2020-05-06 15:45:00,2020-2021 (extended blind)
2020-05-07,Thursday,6,3,0,3,1,5,16.7,-318.54,-7188.72,3,2020-05-07 09:30:00,2020-05-07 15:45:00,2020-2021 (extended blind)
2020-05-08,Friday,8,6,0,2,1,7,12.5,-500.22,-7688.94,3,2020-05-08 09:45:00,2020-05-08 15:45:00,2020-2021 (extended blind)
2020-05-11,Monday,9,7,0,2,2,7,22.2,-468.06,-8157.00,3,2020-05-11 09:45:00,2020-05-11 15:00:00,2020-2021 (extended blind)
2020-05-12,Tuesday,7,2,1,4,2,5,28.6,870.12,-7286.88,3,2020-05-12 10:00:00,2020-05-12 15:30:00,2020-2021 (extended blind)
2020-05-13,Wednesday,12,6,1,5,3,9,25.0,370.92,-6915.96,3,2020-05-13 09:30:00,2020-05-13 15:30:00,2020-2021 (extended blind)
2020-05-14,Thursday,5,1,0,4,0,5,0.0,-521.70,-7437.66,3,2020-05-14 09:30:00,2020-05-14 15:30:00,2020-2021 (extended blind)
2020-05-15,Friday,4,2,0,2,2,2,50.0,2.64,-7435.02,3,2020-05-15 09:30:00,2020-05-15 13:15:00,2020-2021 (extended blind)
2020-05-18,Monday,7,6,0,1,2,5,28.6,-320.88,-7755.90,3,2020-05-18 09:30:00,2020-05-18 13:30:00,2020-2021 (extended blind)
2020-05-19,Tuesday,5,2,0,3,2,3,40.0,-38.70,-7794.60,3,2020-05-19 09:45:00,2020-05-19 15:30:00,2020-2021 (extended blind)
2020-05-20,Wednesday,1,1,0,0,1,0,100.0,303.66,-7490.94,3,2020-05-20 09:30:00,2020-05-20 09:30:00,2020-2021 (extended blind)
2020-05-21,Thursday,3,1,0,2,1,2,33.3,-37.02,-7527.96,3,2020-05-21 09:45:00,2020-05-21 11:15:00,2020-2021 (extended blind)
2020-05-22,Friday,5,1,1,3,2,3,40.0,-148.20,-7676.16,3,2020-05-22 09:30:00,2020-05-22 15:30:00,2020-2021 (extended blind)
2020-05-25,Monday,4,3,0,1,2,2,50.0,-163.86,-7840.02,3,2020-05-25 09:30:00,2020-05-25 12:30:00,2020-2021 (extended blind)
2020-05-26,Tuesday,8,3,1,4,4,4,50.0,681.78,-7158.24,3,2020-05-26 09:45:00,2020-05-26 15:45:00,2020-2021 (extended blind)
2020-05-27,Wednesday,12,8,0,4,2,10,16.7,127.92,-7030.32,3,2020-05-27 09:30:00,2020-05-27 15:45:00,2020-2021 (extended blind)
2020-05-28,Thursday,12,8,1,3,3,9,25.0,-232.08,-7262.40,3,2020-05-28 09:45:00,2020-05-28 15:45:00,2020-2021 (extended blind)
2020-05-29,Friday,7,3,0,4,1,6,14.3,-326.88,-7589.28,3,2020-05-29 10:15:00,2020-05-29 15:30:00,2020-2021 (extended blind)
2020-06-01,Monday,7,6,0,1,2,5,28.6,-481.38,-8070.66,3,2020-06-01 09:30:00,2020-06-01 13:30:00,2020-2021 (extended blind)
2020-06-02,Tuesday,5,2,0,3,2,3,40.0,114.30,-7956.36,3,2020-06-02 09:30:00,2020-06-02 13:45:00,2020-2021 (extended blind)
2020-06-03,Wednesday,5,3,0,2,1,4,20.0,-352.20,-8308.56,3,2020-06-03 09:30:00,2020-06-03 15:30:00,2020-2021 (extended blind)
2020-06-04,Thursday,9,4,1,4,1,8,11.1,-585.06,-8893.62,3,2020-06-04 09:45:00,2020-06-04 15:15:00,2020-2021 (extended blind)
2020-06-05,Friday,10,7,0,3,1,9,10.0,-855.90,-9749.52,3,2020-06-05 09:45:00,2020-06-05 15:30:00,2020-2021 (extended blind)
2020-06-08,Monday,6,4,0,2,1,5,16.7,-236.04,-9985.56,3,2020-06-08 09:45:00,2020-06-08 15:45:00,2020-2021 (extended blind)
2020-06-09,Tuesday,8,6,0,2,2,6,25.0,-348.72,-10334.28,3,2020-06-09 09:45:00,2020-06-09 13:30:00,2020-2021 (extended blind)
2020-06-10,Wednesday,10,4,0,6,1,9,10.0,-353.40,-10687.68,3,2020-06-10 09:30:00,2020-06-10 15:30:00,2020-2021 (extended blind)
2020-06-11,Thursday,15,9,1,5,1,14,6.7,-1308.60,-11996.28,3,2020-06-11 09:45:00,2020-06-11 15:30:00,2020-2021 (extended blind)
2020-06-12,Friday,6,2,1,3,1,5,16.7,183.96,-11812.32,3,2020-06-12 09:30:00,2020-06-12 14:00:00,2020-2021 (extended blind)
2020-06-15,Monday,5,4,0,1,0,5,0.0,-521.70,-12334.02,3,2020-06-15 13:15:00,2020-06-15 15:15:00,2020-2021 (extended blind)
2020-06-16,Tuesday,3,2,0,1,2,1,66.7,906.48,-11427.54,3,2020-06-16 09:45:00,2020-06-16 11:15:00,2020-2021 (extended blind)
2020-06-17,Wednesday,6,4,0,2,1,5,16.7,-327.54,-11755.08,3,2020-06-17 09:30:00,2020-06-17 15:30:00,2020-2021 (extended blind)
2020-06-18,Thursday,4,1,0,3,2,2,50.0,962.64,-10792.44,3,2020-06-18 10:30:00,2020-06-18 15:45:00,2020-2021 (extended blind)
2020-06-19,Friday,6,4,0,2,1,5,16.7,-246.54,-11038.98,3,2020-06-19 09:45:00,2020-06-19 14:15:00,2020-2021 (extended blind)
2020-06-22,Monday,5,3,0,2,1,4,20.0,-197.70,-11236.68,3,2020-06-22 09:30:00,2020-06-22 15:00:00,2020-2021 (extended blind)
2020-06-23,Tuesday,11,8,0,3,3,8,27.3,248.76,-10987.92,3,2020-06-23 09:30:00,2020-06-23 15:30:00,2020-2021 (extended blind)
2020-06-24,Wednesday,9,6,0,3,1,8,11.1,-249.06,-11236.98,3,2020-06-24 09:30:00,2020-06-24 12:00:00,2020-2021 (extended blind)
2020-06-25,Thursday,5,1,0,4,1,4,20.0,168.30,-11068.68,3,2020-06-25 09:30:00,2020-06-25 15:30:00,2020-2021 (extended blind)
2020-06-26,Friday,6,4,0,2,3,3,50.0,996.96,-10071.72,3,2020-06-26 09:30:00,2020-06-26 14:45:00,2020-2021 (extended blind)
2020-06-29,Monday,3,2,0,1,2,1,66.7,1066.98,-9004.74,3,2020-06-29 09:30:00,2020-06-29 10:00:00,2020-2021 (extended blind)
2020-06-30,Tuesday,3,2,0,1,1,2,33.3,376.98,-8627.76,3,2020-06-30 09:30:00,2020-06-30 10:00:00,2020-2021 (extended blind)
2020-07-01,Wednesday,12,9,1,2,2,10,16.7,-611.58,-9239.34,3,2020-07-01 09:45:00,2020-07-01 15:45:00,2020-2021 (extended blind)
2020-07-02,Thursday,5,2,0,3,2,3,40.0,6.30,-9233.04,3,2020-07-02 09:45:00,2020-07-02 15:45:00,2020-2021 (extended blind)
2020-07-03,Friday,3,2,0,1,1,2,33.3,-148.02,-9381.06,3,2020-07-03 09:30:00,2020-07-03 10:45:00,2020-2021 (extended blind)
2020-07-06,Monday,8,5,0,3,3,5,37.5,891.78,-8489.28,3,2020-07-06 09:45:00,2020-07-06 15:15:00,2020-2021 (extended blind)
2020-07-07,Tuesday,8,5,1,2,1,7,12.5,-395.22,-8884.50,3,2020-07-07 09:30:00,2020-07-07 15:15:00,2020-2021 (extended blind)
2020-07-08,Wednesday,5,1,1,3,2,3,40.0,555.30,-8329.20,3,2020-07-08 09:30:00,2020-07-08 15:00:00,2020-2021 (extended blind)
2020-07-09,Thursday,10,5,1,4,2,8,20.0,456.60,-7872.60,3,2020-07-09 09:45:00,2020-07-09 15:45:00,2020-2021 (extended blind)
2020-07-10,Friday,4,3,0,1,0,4,0.0,-417.36,-8289.96,3,2020-07-10 09:45:00,2020-07-10 15:30:00,2020-2021 (extended blind)
2020-07-13,Monday,15,9,1,5,5,10,33.3,1808.40,-6481.56,3,2020-07-13 09:30:00,2020-07-13 15:45:00,2020-2021 (extended blind)
2020-07-14,Tuesday,3,2,0,1,2,1,66.7,1066.98,-5414.58,3,2020-07-14 09:45:00,2020-07-14 10:15:00,2020-2021 (extended blind)
2020-07-15,Wednesday,3,1,0,2,1,2,33.3,376.98,-5037.60,3,2020-07-15 09:30:00,2020-07-15 11:45:00,2020-2021 (extended blind)
2020-07-16,Thursday,6,3,1,2,0,6,0.0,-656.04,-5693.64,3,2020-07-16 09:45:00,2020-07-16 11:00:00,2020-2021 (extended blind)
2020-07-17,Friday,4,1,1,2,0,4,0.0,-447.36,-6141.00,3,2020-07-17 09:45:00,2020-07-17 15:00:00,2020-2021 (extended blind)
2020-07-20,Monday,13,11,0,2,1,12,7.7,-666.42,-6807.42,3,2020-07-20 10:00:00,2020-07-20 15:45:00,2020-2021 (extended blind)
2020-07-21,Tuesday,6,2,0,4,2,4,33.3,519.96,-6287.46,3,2020-07-21 10:00:00,2020-07-21 15:15:00,2020-2021 (extended blind)
2020-07-22,Wednesday,6,2,1,3,2,4,33.3,-180.54,-6468.00,3,2020-07-22 09:45:00,2020-07-22 15:30:00,2020-2021 (extended blind)
2020-07-23,Thursday,13,7,1,5,2,11,15.4,-253.92,-6721.92,3,2020-07-23 10:00:00,2020-07-23 15:30:00,2020-2021 (extended blind)
2020-07-24,Friday,3,2,0,1,2,1,66.7,1066.98,-5654.94,3,2020-07-24 09:45:00,2020-07-24 13:15:00,2020-2021 (extended blind)
2020-07-27,Monday,7,5,0,2,1,6,14.3,-40.38,-5695.32,3,2020-07-27 09:45:00,2020-07-27 15:45:00,2020-2021 (extended blind)
2020-07-28,Tuesday,5,2,0,3,1,4,20.0,168.30,-5527.02,3,2020-07-28 09:45:00,2020-07-28 15:45:00,2020-2021 (extended blind)
2020-07-29,Wednesday,6,1,0,5,2,4,33.3,245.46,-5281.56,3,2020-07-29 09:45:00,2020-07-29 15:15:00,2020-2021 (extended blind)
2020-07-30,Thursday,8,5,1,2,1,7,12.5,-266.22,-5547.78,3,2020-07-30 10:00:00,2020-07-30 15:30:00,2020-2021 (extended blind)
2020-07-31,Friday,6,3,0,3,2,4,33.3,816.96,-4730.82,3,2020-07-31 09:45:00,2020-07-31 15:45:00,2020-2021 (extended blind)
2020-08-03,Monday,8,5,1,2,2,6,25.0,-542.22,-5273.04,3,2020-08-03 09:45:00,2020-08-03 15:45:00,2020-2021 (extended blind)
2020-08-04,Tuesday,5,1,1,3,2,3,40.0,43.80,-5229.24,3,2020-08-04 09:45:00,2020-08-04 14:45:00,2020-2021 (extended blind)
2020-08-05,Wednesday,5,1,0,4,0,5,0.0,-521.70,-5750.94,3,2020-08-05 09:30:00,2020-08-05 15:45:00,2020-2021 (extended blind)
2020-08-06,Thursday,10,6,0,4,1,9,10.0,-783.90,-6534.84,3,2020-08-06 09:45:00,2020-08-06 15:30:00,2020-2021 (extended blind)
2020-08-07,Friday,11,4,0,7,2,9,18.2,137.76,-6397.08,3,2020-08-07 09:30:00,2020-08-07 15:15:00,2020-2021 (extended blind)
2020-08-10,Monday,4,1,1,2,2,2,50.0,1082.64,-5314.44,3,2020-08-10 10:00:00,2020-08-10 11:00:00,2020-2021 (extended blind)
2020-08-11,Tuesday,7,3,1,3,3,4,42.9,1309.62,-4004.82,3,2020-08-11 09:45:00,2020-08-11 15:45:00,2020-2021 (extended blind)
2020-08-12,Wednesday,6,4,0,2,2,4,33.3,2.46,-4002.36,3,2020-08-12 09:30:00,2020-08-12 14:00:00,2020-2021 (extended blind)
2020-08-13,Thursday,11,6,1,4,2,9,18.2,-294.24,-4296.60,3,2020-08-13 09:45:00,2020-08-13 15:00:00,2020-2021 (extended blind)
2020-08-14,Friday,4,1,1,2,1,3,25.0,-163.86,-4460.46,3,2020-08-14 09:45:00,2020-08-14 10:30:00,2020-2021 (extended blind)
2020-08-17,Monday,7,6,0,1,2,5,28.6,-349.38,-4809.84,3,2020-08-17 09:30:00,2020-08-17 15:45:00,2020-2021 (extended blind)
2020-08-18,Tuesday,9,5,1,3,3,6,33.3,-403.56,-5213.40,3,2020-08-18 09:45:00,2020-08-18 15:45:00,2020-2021 (extended blind)
2020-08-19,Wednesday,5,2,1,2,2,3,40.0,76.80,-5136.60,3,2020-08-19 09:45:00,2020-08-19 14:45:00,2020-2021 (extended blind)
2020-08-20,Thursday,6,4,0,2,1,5,16.7,63.96,-5072.64,3,2020-08-20 09:30:00,2020-08-20 15:45:00,2020-2021 (extended blind)
2020-08-21,Friday,6,4,0,2,1,5,16.7,-498.54,-5571.18,3,2020-08-21 09:45:00,2020-08-21 15:00:00,2020-2021 (extended blind)
2020-08-24,Monday,4,1,0,3,1,3,25.0,272.64,-5298.54,3,2020-08-24 09:30:00,2020-08-24 11:45:00,2020-2021 (extended blind)
2020-08-25,Tuesday,6,3,1,2,2,4,33.3,176.46,-5122.08,3,2020-08-25 09:30:00,2020-08-25 15:30:00,2020-2021 (extended blind)
2020-08-26,Wednesday,13,10,0,3,2,11,15.4,-660.42,-5782.50,3,2020-08-26 09:45:00,2020-08-26 15:15:00,2020-2021 (extended blind)
2020-08-27,Thursday,7,3,0,4,2,5,28.6,649.62,-5132.88,3,2020-08-27 10:00:00,2020-08-27 13:00:00,2020-2021 (extended blind)
2020-08-28,Friday,3,0,1,2,0,3,0.0,-343.02,-5475.90,3,2020-08-28 09:30:00,2020-08-28 10:15:00,2020-2021 (extended blind)
2020-08-31,Monday,10,7,0,3,1,9,10.0,-627.90,-6103.80,3,2020-08-31 09:45:00,2020-08-31 15:00:00,2020-2021 (extended blind)
2020-09-01,Tuesday,6,3,1,2,4,2,66.7,527.46,-5576.34,3,2020-09-01 09:30:00,2020-09-01 13:45:00,2020-2021 (extended blind)
2020-09-02,Wednesday,7,2,0,5,1,6,14.3,-40.38,-5616.72,3,2020-09-02 09:30:00,2020-09-02 15:15:00,2020-2021 (extended blind)
2020-09-03,Thursday,16,11,0,5,2,14,12.5,-289.44,-5906.16,3,2020-09-03 09:45:00,2020-09-03 15:30:00,2020-2021 (extended blind)
2020-09-04,Friday,6,4,0,2,2,4,33.3,753.96,-5152.20,3,2020-09-04 09:45:00,2020-09-04 15:30:00,2020-2021 (extended blind)
2020-09-08,Tuesday,7,4,0,3,2,5,28.6,265.62,-4886.58,3,2020-09-08 09:45:00,2020-09-08 15:15:00,2020-2021 (extended blind)
2020-09-09,Wednesday,8,7,0,1,0,8,0.0,-834.72,-5721.30,3,2020-09-09 09:30:00,2020-09-09 15:30:00,2020-2021 (extended blind)
2020-09-10,Thursday,14,5,1,8,3,11,21.4,579.24,-5142.06,3,2020-09-10 09:30:00,2020-09-10 15:15:00,2020-2021 (extended blind)
2020-09-11,Friday,4,3,0,1,1,3,25.0,272.64,-4869.42,3,2020-09-11 09:45:00,2020-09-11 13:45:00,2020-2021 (extended blind)
2020-09-14,Monday,5,4,0,1,2,3,40.0,196.80,-4672.62,3,2020-09-14 09:45:00,2020-09-14 11:30:00,2020-2021 (extended blind)
2020-09-15,Tuesday,8,5,1,2,2,6,25.0,164.28,-4508.34,3,2020-09-15 09:45:00,2020-09-15 15:45:00,2020-2021 (extended blind)
2020-09-16,Wednesday,9,3,1,5,3,6,33.3,599.94,-3908.40,3,2020-09-16 10:00:00,2020-09-16 15:45:00,2020-2021 (extended blind)
2020-09-17,Thursday,7,4,0,3,2,5,28.6,649.62,-3258.78,3,2020-09-17 09:45:00,2020-09-17 15:30:00,2020-2021 (extended blind)
2020-09-18,Friday,7,4,0,3,2,5,28.6,649.62,-2609.16,3,2020-09-18 10:30:00,2020-09-18 13:45:00,2020-2021 (extended blind)
2020-09-21,Monday,4,3,0,1,1,3,25.0,272.64,-2336.52,3,2020-09-21 09:45:00,2020-09-21 15:45:00,2020-2021 (extended blind)
2020-09-22,Tuesday,10,8,0,2,1,9,10.0,-353.40,-2689.92,3,2020-09-22 09:30:00,2020-09-22 15:45:00,2020-2021 (extended blind)
2020-09-23,Wednesday,12,7,1,4,3,9,25.0,208.92,-2481.00,3,2020-09-23 09:30:00,2020-09-23 15:45:00,2020-2021 (extended blind)
2020-09-24,Thursday,5,2,0,3,2,3,40.0,858.30,-1622.70,3,2020-09-24 09:30:00,2020-09-24 15:30:00,2020-2021 (extended blind)
2020-09-25,Friday,6,3,1,2,1,5,16.7,183.96,-1438.74,3,2020-09-25 09:45:00,2020-09-25 15:15:00,2020-2021 (extended blind)
2020-09-28,Monday,8,5,1,2,1,7,12.5,-594.72,-2033.46,3,2020-09-28 09:45:00,2020-09-28 15:45:00,2020-2021 (extended blind)
2020-09-29,Tuesday,4,1,0,3,1,3,25.0,-94.86,-2128.32,3,2020-09-29 10:00:00,2020-09-29 11:15:00,2020-2021 (extended blind)
2020-09-30,Wednesday,11,6,1,4,5,6,45.5,1618.26,-510.06,3,2020-09-30 09:45:00,2020-09-30 15:30:00,2020-2021 (extended blind)
2020-10-01,Thursday,2,1,0,1,2,0,100.0,400.32,-109.74,3,2020-10-01 09:45:00,2020-10-01 14:30:00,2020-2021 (extended blind)
2020-10-02,Friday,5,3,0,2,2,3,40.0,505.80,396.06,3,2020-10-02 09:45:00,2020-10-02 12:00:00,2020-2021 (extended blind)
2020-10-05,Monday,1,1,0,0,0,1,0.0,-104.34,291.72,3,2020-10-05 15:15:00,2020-10-05 15:15:00,2020-2021 (extended blind)
